Party,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Australia,61394.56,60799.77,61812.43,63393.8,64920.61,68268.83,70152.43,71456.34,71652.78,72525.61,74127.58,74092.4,75623.85,78104.58,81175.76,82209.53,83501.81,85455.05,86516.89,87357.43,88811.05,91426.05,91959.94,92168.37,93257.2,95386.2,96545.47,98847.95,100795.81
Austria,13976.5,15457,15426.34,15557.15,15604.73,15884.54,17438.16,16452.07,18561.94,18025.25,18822.45,20315.03,22230.14,24084.86,24601.54,24955.29,23685.17,23903.48,22422.92,21763.01,22577.14,21922.83,21743.05,22925.72,22224.37,22700.5,23553.59,24312.05,24425.87
Belarus,9567.11,9983.79,8761.24,7495.78,5131.13,5035.73,5476.69,5418.91,5507.67,5050.86,4866.71,2003.07,2493.9,2170.3,2274.65,2264.62,2755.41,3631.82,3838.97,3286.23,3171.23,3425.12,3224.96,4210.7,4356.65,3918.22,3789.94,3938.82,4040.27
Belgium,20931.2,21109.57,21863.45,22364.96,22869.33,22954.79,23384.89,23602.71,24265.81,24587.76,25007.51,25565.26,25877.7,26469.4,27553.97,26758.14,27358.5,28214.29,28296.93,27487.56,26688.4,26302.72,25513.28,24997.33,25244.55,26929.69,26645.52,26067.34,26251.18
Bulgaria,6604.56,3633.21,3970.91,4491.97,4107.87,4384.33,4293.07,4351.07,5506.75,5743.26,5510.01,5671.51,5904.55,6496.68,7032.62,7842.44,8341.04,8175.38,8572.08,8246.2,8013.46,8195.75,8527.46,7463.14,8437.07,9233.65,9358.25,9495.52,9700.62
Canada,124333.67,119161.31,122287.3,124225.57,129015.54,130921.28,134833.25,140128.71,145628.51,151252.25,151472.25,151890.05,153257.19,155296.09,158794.73,164244.8,164811.04,166689.16,165761.69,161372.65,166321.95,166931.91,169211.78,173612.34,172289.47,173350.88,175219.05,178878.96,186713.48
Croatia,3882.81,2942.86,2843.25,2993.72,3175.37,3367.41,3701.88,4052.59,4188.23,4422.43,4443.27,4502.24,4813.26,5211.41,5345.38,5549.21,5910.02,6337.59,6174.22,6185.61,5954.67,5812.39,5631.01,5717.8,5664.73,5973.06,6194.88,6662.2,6428.25
Cyprus,1244.95,1246.83,1397.01,1413.15,1471.31,1562.78,1615.47,1684.93,1764.63,1812.55,1840.5,1903.22,1886.79,1999.01,2075.63,2114.96,2102.74,2240.49,2285.22,2280.9,2329.58,2256.12,2080.95,1873.43,1824.25,1894.17,2025.24,2098.67,2067.41
Czechia,11484.85,10306.14,10721.19,10252.54,11163.4,10468.51,10658.51,10532.38,11687.19,11995.93,12119.26,12902.28,13478.67,15267.98,16025.48,17357.81,17699.95,18616.24,18463.91,17852.92,16832.27,16662.02,16384.24,16254.09,16768.69,17531.63,18205.97,18706.61,19055.34
Denmark,10954.56,11464.28,11674.21,11703.34,12114.96,12263.07,12523.54,12735.43,12741.32,12777.88,12676.25,12731.69,12899.38,13366.4,13611.37,13825.09,14155.32,14707.05,14547.26,13761.36,13632.33,13338.94,12756.67,12563.02,12680.51,12950.72,13256.44,13445.83,13714.43
Estonia,2468.5,2250.47,1161.69,1288.24,1603.16,1575.74,1641.12,1748.78,1811.93,1688.31,1672.42,1986.49,2119.38,2033.51,2079.63,2154.57,2319.13,2441.65,2320.95,2141.64,2267.96,2278.1,2303.63,2251.95,2278,2340.23,2385.81,2427.47,2404.7
European Union,794047.99,801451.98,825000.13,829538.34,836185.29,848522.97,875026.5,886074.23,914970.06,932977.03,927777.44,941029.46,952264.99,960856.11,980352.82,979771.57,987245.37,996862.43,972115.21,944500.35,939025.95,927017.99,896438.26,890215.35,897728.01,914689.15,935430.57,949433.78,950056.12
Finland,12097.38,11729.92,11645.07,11191.38,11546.55,11343.45,11342.81,11901.24,12029.97,12233.78,12114.38,12229.55,12410.86,12610.16,12944.58,12920.72,13080.89,13422.54,12773.34,12205.29,12711.45,12518.04,12209.38,12002.03,10859.81,10862.16,12077.71,11465.25,11656.19
France,123823.69,126363.84,130976.17,130889.82,131954.52,133817.05,135565.36,138070.95,140258.53,142601.38,142083.25,144811.38,145799.84,145132.72,145736.12,143425.88,142703.68,141330.87,134756.39,133180.68,136182.91,136229.2,134533.82,133971.37,133786.84,134903.41,135518.08,135885.45,133459.53
Germany,164978.13,167961.4,173810.01,178204.59,174220.11,178064.44,177922.52,178273.99,181637.04,186706.56,182679.45,178887.55,176517.33,170070.4,169590.26,161467.57,157671.79,154515.84,154234.72,153472.87,154375.77,156513.81,155083.88,159445.86,160439.48,163056.39,166410.62,169181.18,163620.06
Greece,14506.98,15324.56,15717.99,15919.79,16234.93,16584.24,17029.69,17765.4,19607.98,19939.66,18859.96,19764,20082.28,21154.64,21603.95,21891.95,22598.14,23208.43,22489.56,25293.33,22476.45,20117.75,16737.32,16513.74,16547.59,17100.38,17438.47,17215.75,17448.44
Hungary,8865.04,7774.45,7502.26,7490.58,7304.83,7461.18,7435.11,7849.98,8670.82,9173.15,9078.36,9570.63,10183.04,10658.37,11099.07,12022.91,12767.71,13085.78,13034.94,12997.76,11666.55,11093.28,10764.2,10041.67,11203.16,12222.27,12496.64,13158.74,13930.49
Iceland,622.67,634.78,645.75,646.48,649.67,625.5,616.81,628.82,632.78,654.76,656.95,668.19,672.09,767.34,819.93,824.73,963.81,999.01,943.5,916.07,871.2,835.4,825.7,841.01,843.39,874.83,953.48,1007.87,1047.16
Ireland,5146.53,5325.59,5755.7,5732.59,5985.1,6280.18,7332.53,7712.81,9060.74,9754.96,10796.67,11320.33,11514.79,11715.78,12435.22,13143.63,13822.64,14409.32,13680.48,12460.76,11545.68,11234.36,10845.81,11078.52,11361.42,11827.32,12308.05,12026.49,12224.73
Italy,102177.49,104800.32,109965.78,111634.37,111523.75,114246.86,116017.16,117988.57,122434.18,123810.93,123797.94,125593.55,128010.68,128142.91,129859.39,128539.35,129734.03,129550.66,122616.83,117050.33,115539.5,114476.46,106756.41,104061.36,108875.48,106247.41,104815.72,100917.89,104263.14
Japan,205016.19,216897.97,223672.55,227466.88,236896.06,246405.9,253270.19,255215.49,253340.31,257440.19,256965.62,260987.61,257089.23,252777.6,246557.01,240841.5,237997.97,235105.47,227320.22,223859.18,224194.71,219253.8,220037.79,217069.25,212018.78,210706.23,208772.77,207202.31,204710.47
Kazakhstan,22315.56,19246.18,15663.96,12710.22,10548.18,8946.9,7798.32,7266.06,6741.48,6702.75,9525.85,10499.89,12785.23,14235.32,14699.27,16558.67,18721.5,21492.13,22435.33,21938.85,21403.25,22041.93,24672.28,22987.57,24141.42,21746.1,22910.91,24337.9,26127.47
Latvia,3041.34,2850.5,2539.09,2328.29,2207.23,2104.6,2069.51,2062.52,2035.02,1999.41,2213.51,2614.43,2693.73,2843.26,2984.71,3113.19,3426.8,3873.83,3659.02,3206.84,3278.99,2916.64,2813.95,2850.23,2973.84,3153.89,3173.13,3325.87,3353.9
Liechtenstein,76.64,89.98,89.27,87.16,79.78,81.79,83.1,86.72,86.34,90.47,91.29,87.84,83.79,83.54,82.19,81.77,79.16,83.3,87.73,81.8,77.63,76.8,79.8,79.5,73.65,61.67,60.36,61.11,59.3
Lithuania,5822.01,6403.53,4244.36,3236.89,2595.9,3185.93,3499.83,3876.34,4069.19,3601.65,3219.93,3495.34,3594.12,3675.61,4006.57,4225.39,4478.72,5249.69,5219.16,4310.85,4428.29,4398.52,4412.21,4404.83,4879.8,5129.54,5514.02,5745.18,6111.4
Luxembourg,2617.1,3210.61,3497.74,3545.08,3602.63,3359.81,3470.96,3731.59,3910.51,4235.24,4871.1,5117.84,5305.9,5859.6,6810.6,7187.09,6865.57,6580.91,6681.16,6157.53,6520.5,6896.47,6593.22,6452.51,6145.01,5703.77,5534.15,5648.16,6028.73
Malta,331.45,354.38,417.14,422.93,447.52,458.77,517.02,514.08,510.75,553.7,581.89,457.07,490.36,549.65,504.68,528.25,532.72,554.69,607.02,540.83,557.57,557.37,578.98,603.27,631.95,659.63,631.08,634.82,662.75
Monaco,35.21,40.11,45.81,42.92,44.28,42.84,42.62,40.63,39.31,39.77,38.1,37.89,37.71,37.51,36.67,34.99,34.97,34.33,33.37,30.69,27.51,28.53,30.92,30.73,28.38,24.78,25.57,24.76,24.33
Netherlands,28010,28493.4,29931.92,30769.24,30119.82,30546.94,31896.4,31809.56,32488.93,32998.21,32990.33,33296.85,34041.3,34603.99,35193.99,35425.27,36291.25,35290.11,35510.72,33942.46,34756.06,34654.67,33064.13,32328.04,30143.02,30389.47,30482.69,31249.59,31486.16
New Zealand,8764.91,8759.93,9137.09,9601.34,10276.89,10956.19,11099.84,11335.22,11554.79,11854.28,12417.75,12483.95,12951.61,13503.94,13812.19,13894.08,14025.33,14140.12,14173.4,13994.17,14399.64,14422.05,14168.36,14367.09,14475.97,15060.37,15293.68,16254.63,16624.72
Norway,10041.18,9819.17,10020.01,10283.45,10221.52,10946.15,11542.69,11813.26,12209.22,12872.63,12104.3,12403.02,12335.32,12825.94,13033.66,13258.53,13757.24,14073.53,13883.71,13738.44,14325.86,14628.69,14786.98,14703.72,14732.06,14293.86,13718.22,12628.06,13019.04
Poland,20773.67,21832.73,22341.45,21956.45,23170.36,24027.8,27209.89,28823.8,30361.98,33081.88,29170.31,28999.17,27955.69,29916.53,33841.96,36344.32,40194.17,44347.9,46320.64,46900.9,49420.49,50012.62,48066.18,45209.08,45548.94,48049.51,54777.53,63285.87,65303.45
Portugal,10818.3,11549.77,12420.76,12877.83,13573.02,14182.2,15005.3,15694.06,17117.87,17985.05,19728.77,20083.68,20417.93,20292.79,20255.04,19953.85,19967.26,19556.17,19218.92,19192.52,18982.96,17632.07,16237.88,15870.92,16214.95,16397.7,16856.69,17186.48,17247.62
Romania,12438.59,10632.29,10903.61,8744.74,9299.06,8553.11,11971.62,12242.86,11547.37,9571.73,9912.57,11940.23,12298.25,12952.14,13557.5,12580.64,13059.38,13723.46,15398.48,15182.05,14236.47,14370.05,15249.12,15064.96,15599.33,15713.69,16828.15,17975.64,18435.22
Russian Federation,320237.89,311492.82,253591.15,231863.87,216083.69,207723.63,198680.37,184456.64,192079.49,186456.04,174136.93,178250.93,185528.82,194137.14,205496.14,207822.03,214904.2,221512.75,227477.17,212899.13,229571.43,239998.33,233534.62,237689.44,250650.52,266549.47,248458.55,247833.6,254077.22
Slovakia,6823.77,5793.78,5222.27,4958.98,4761.09,5495.29,5724.39,5809.31,6109.3,5961.8,5725.61,6147.1,6161.49,6081.47,6818.95,7697.61,6845.57,7548.15,7900.23,7006.34,7425.74,7057.79,6934.07,6795.56,6534.31,7234.12,7482.67,7603.39,7738.65
Slovenia,2727.85,2575.26,2652.83,3075.82,3421.63,3791.56,4404.53,4467.8,3855.82,3664.91,3807.98,3929.04,3851.84,3991.04,4141.76,4416.47,4636.39,5219.56,6144.99,5316.8,5262.58,5697.87,5774.34,5470.51,5394.75,5367.74,5737.67,5547.4,5824.01
Spain,58658.75,62060.04,66097.66,65657.21,69244.02,70075.9,74802.01,74478.85,81238.37,85048.84,86717.28,90192.84,91941.87,96422.73,100027.99,102564.67,105810.44,108125.33,102190.21,94918.1,91590.68,86416.34,79280.72,80061.38,80358.49,83482.65,86347.47,89025.85,90268.87
Sweden,18747.58,18679.09,19579.51,18815.86,19376.74,19487.03,19211.46,19272.12,19366.61,19710.22,19521.18,19655.1,20101.92,20316.78,20698.98,20897.21,20842.22,21133.8,20631.63,20204.59,20365.84,19975.79,18836.12,18394.4,17995.6,17948.83,17280.98,16855.86,16472.29
Switzerland,14676.37,15174.49,15501.76,14432.1,14619.02,14304.94,14368.71,14925.24,15134.3,15743.86,15977.22,15676.66,15599.94,15764.45,15796.47,15858.33,15975.83,16300.69,16651.38,16446.68,16336.98,16157.79,16275.35,16185.38,16078.85,15343.8,15178.46,14916.42,14918.09
Turkey,26968.9,25673.33,26365.69,32142.84,30639.87,34112.99,36271.47,34689.82,32781.98,34617.15,36464.87,36454.76,36234,37824.81,42048.05,42041.16,45423.9,52098.69,48166.33,47906.78,45391.99,47385.83,62524.98,68864.92,73559.27,75797.65,81841.2,84659.19,84501.98
Ukraine,111792.85,91963.57,79970.71,59452.44,52248.68,49222.93,47959.33,41256.19,37575.84,37924.64,34554.54,35289.4,37174.12,38389.4,40092.56,39191.28,42723.35,44940.06,46146.92,39818.11,40203.32,40290.32,39361.86,39513.88,35888.12,31103.68,32892.26,34936.79,34956.45
United Kingdom of Great Britain and Northern Ireland,122468.18,121593.02,122994.06,124283.4,125700.79,125230.57,129698.89,130926.71,130652.84,131737.66,130288.07,129863.9,132255.98,131494.44,132694.04,133592.43,133031.22,134309.91,128537.08,123792.01,121978.43,120020.13,119128.04,117910,119472.09,122067.5,124589.41,124838.63,122992.53
United States of America,1475046.73,1432644.93,1497903.69,1532641.68,1583743.9,1613192.27,1660529.22,1678054.08,1712818.58,1778510.05,1811648.28,1788206.65,1828580.39,1816948.85,1857397.99,1875204.6,1873966.62,1869879.96,1772067.46,1697187.75,1706824.4,1683157.4,1670349,1683346.58,1717187.02,1727513.75,1767745.02,1788772.73,1821574.7